case_id,mode,gap_mm,freq_hz,target_bn_t,d_lam_mm,lam_type,perp_enable,current_a,bn_mean_t,bx_h_mean_t,by_h_mean_t,bx_gapface_t,by_gapface_t,l_h,z_ohm,p_tot_w,p_core_w,p_side_w
B30225,LT2_ON,2.000000,100000,1.000000,0.050000,2,1,3.058258e+02,1.001353e+00,6.752663e-02,9.753307e-01,4.248478e-07,7.657700e-01,1.281776e-05,8.053635e+00,1.124466e+03,1.008896e+03,5.044602e+02
B30226,LT2_ON,2.000000,200000,0.100000,0.050000,2,1,3.062829e+01,1.001354e-01,6.765686e-03,9.747685e-02,6.043684e-08,7.657950e-02,1.279862e-05,1.608323e+01,3.356172e+01,2.808639e+01,1.404354e+01
B30227,LT2_ON,2.000000,200000,0.500000,0.050000,2,1,1.531415e+02,5.006772e-01,3.382843e-02,4.873842e-01,3.021842e-07,3.828975e-01,1.279862e-05,1.608323e+01,8.390430e+02,7.021598e+02,3.510886e+02
B30228,LT2_ON,2.000000,200000,1.000000,0.050000,2,1,3.062829e+02,1.001354e+00,6.765686e-02,9.747685e-01,6.043684e-07,7.657950e-01,1.279862e-05,1.608323e+01,3.356172e+03,2.808639e+03,1.404354e+03
B30229,LT2_ON,3.000000,10000,0.100000,0.050000,2,1,4.222509e+01,1.002017e-01,4.141787e-03,9.848603e-02,1.049131e-07,7.065851e-02,9.283581e-06,5.833051e-01,4.334909e-01,1.529424e-01,7.645643e-02
B30230,LT2_ON,3.000000,10000,0.500000,0.050000,2,1,2.111254e+02,5.010085e-01,2.070893e-02,4.924302e-01,5.245657e-07,3.532926e-01,9.283581e-06,5.833051e-01,1.083727e+01,3.823560e+00,1.911411e+00
B30231,LT2_ON,3.000000,10000,1.000000,0.050000,2,1,4.222509e+02,1.002017e+00,4.141787e-02,9.848603e-01,1.049131e-06,7.065851e-01,9.283581e-06,5.833051e-01,4.334909e+01,1.529424e+01,7.645643e+00
B30232,LT2_ON,3.000000,30000,0.100000,0.050000,2,1,4.223259e+01,1.002018e-01,5.527963e-03,9.779993e-02,1.216656e-07,7.065905e-02,9.281931e-06,1.749603e+00,1.790772e+00,1.305172e+00,6.524394e-01
B30233,LT2_ON,3.000000,30000,0.500000,0.050000,2,1,2.111630e+02,5.010090e-01,2.763981e-02,4.889997e-01,6.083282e-07,3.532952e-01,9.281931e-06,1.749603e+00,4.476929e+01,3.262930e+01,1.631098e+01
B30234,LT2_ON,3.000000,30000,1.000000,0.050000,2,1,4.223259e+02,1.002018e+00,5.527963e-02,9.779993e-01,1.216656e-06,7.065905e-01,9.281931e-06,1.749603e+00,1.790772e+02,1.305172e+02,6.524394e+01
B30235,LT2_ON,3.000000,100000,0.100000,0.050000,2,1,4.227656e+01,1.002022e-01,6.469019e-03,9.656112e-02,1.741955e-07,7.066161e-02,9.272278e-06,5.825945e+00,1.318966e+01,1.001865e+01,5.008043e+00
B30236,LT2_ON,3.000000,100000,0.500000,0.050000,2,1,2.113828e+02,5.010108e-01,3.234509e-02,4.828056e-01,8.709776e-07,3.533081e-01,9.272278e-06,5.825945e+00,3.297416e+02,2.504663e+02,1.252011e+02
B30237,LT2_ON,3.000000,100000,1.000000,0.050000,2,1,4.227656e+02,1.002022e+00,6.469019e-02,9.656112e-01,1.741955e-06,7.066161e-01,9.272278e-06,5.825945e+00,1.318966e+03,1.001865e+03,5.008043e+02
B30238,LT2_ON,3.000000,200000,0.100000,0.050000,2,1,4.232254e+01,1.002023e-01,6.480817e-03,9.648644e-02,2.387091e-07,7.066392e-02,9.262203e-06,1.163923e+01,4.093344e+01,2.789309e+01,1.394294e+01
B30239,LT2_ON,3.000000,200000,0.500000,0.050000,2,1,2.116127e+02,5.010114e-01,3.240408e-02,4.824322e-01,1.193546e-06,3.533196e-01,9.262203e-06,1.163923e+01,1.023336e+03,6.973271e+02,3.485736e+02
B30240,LT2_ON,3.000000,200000,1.000000,0.050000,2,1,4.232254e+02,1.002023e+00,6.480817e-02,9.648644e-01,2.387091e-06,7.066392e-01,9.262203e-06,1.163923e+01,4.093344e+03,2.789309e+03,1.394294e+03
B30241,LT2_ON,4.000000,10000,0.100000,0.050000,2,1,5.259886e+01,1.002779e-01,4.077402e-03,9.871407e-02,4.345084e-06,6.601360e-02,7.452633e-06,4.682633e-01,5.945988e-01,1.520994e-01,7.605735e-02
B30242,LT2_ON,4.000000,10000,0.500000,0.050000,2,1,2.629943e+02,5.013895e-01,2.038701e-02,4.935704e-01,2.172542e-05,3.300680e-01,7.452633e-06,4.682633e-01,1.486497e+01,3.802484e+00,1.901434e+00
B30243,LT2_ON,4.000000,10000,1.000000,0.050000,2,1,5.259886e+02,1.002779e+00,4.077402e-02,9.871407e-01,4.345084e-05,6.601360e-01,7.452633e-06,4.682633e-01,5.945988e+01,1.520994e+01,7.605735e+00
B30244,LT2_ON,4.000000,30000,0.100000,0.050000,2,1,5.260643e+01,1.002780e-01,5.544590e-03,9.804625e-02,4.348741e-06,6.601409e-02,7.451561e-06,1.404587e+00,2.116022e+00,1.298382e+00,6.492388e-01
B30245,LT2_ON,4.000000,30000,0.500000,0.050000,2,1,2.630322e+02,5.013900e-01,2.772295e-02,4.902312e-01,2.174370e-05,3.300705e-01,7.451561e-06,1.404587e+00,5.290056e+01,3.245955e+01,1.623097e+01
B30246,LT2_ON,4.000000,30000,1.000000,0.050000,2,1,5.260643e+02,1.002780e+00,5.544590e-02,9.804625e-01,4.348741e-05,6.601409e-01,7.451561e-06,1.404587e+00,2.116022e+02,1.298382e+02,6.492388e+01
B30247,LT2_ON,4.000000,100000,0.100000,0.050000,2,1,5.265070e+01,1.002784e-01,6.501686e-03,9.681517e-02,4.425089e-06,6.601649e-02,7.445295e-06,4.678018e+00,1.537271e+01,9.971091e+00,4.985739e+00
B30248,LT2_ON,4.000000,100000,0.500000,0.050000,2,1,2.632535e+02,5.013918e-01,3.250843e-02,4.840758e-01,2.212544e-05,3.300824e-01,7.445295e-06,4.678018e+00,3.843178e+02,2.492773e+02,1.246435e+02
B30249,LT2_ON,4.000000,100000,1.000000,0.050000,2,1,5.265070e+02,1.002784e+00,6.501686e-02,9.681517e-01,4.425089e-05,6.601649e-01,7.445295e-06,4.678018e+00,1.537271e+03,9.971091e+02,4.985739e+02
B30250,LT2_ON,4.000000,200000,0.100000,0.050000,2,1,5.269693e+01,1.002785e-01,6.511707e-03,9.673976e-02,4.489891e-06,6.601866e-02,7.438763e-06,9.347827e+00,4.919346e+01,2.776283e+01,1.388192e+01
B30251,LT2_ON,4.000000,200000,0.500000,0.050000,2,1,2.634847e+02,5.013923e-01,3.255854e-02,4.836988e-01,2.244946e-05,3.300933e-01,7.438763e-06,9.347827e+00,1.229836e+03,6.940706e+02,3.470481e+02
B30252,LT2_ON,4.000000,200000,1.000000,0.050000,2,1,5.269693e+02,1.002785e+00,6.511707e-02,9.673976e-01,4.489891e-05,6.601866e-01,7.438763e-06,9.347827e+00,4.919346e+03,2.776283e+03,1.388192e+03
B30253,LT2_ON,2.000000,10000,0.100000,0.100000,2,1,3.054455e+01,1.001350e-01,6.212346e-03,9.816654e-02,2.928963e-08,7.657462e-02,1.283371e-05,8.063671e-01,6.563050e-01,5.592009e-01,2.796064e-01
B30254,LT2_ON,2.000000,10000,0.500000,0.100000,2,1,1.527228e+02,5.006750e-01,3.106173e-02,4.908327e-01,1.464481e-07,3.828731e-01,1.283371e-05,8.063671e-01,1.640763e+01,1.398002e+01,6.990160e+00
B30255,LT2_ON,2.000000,10000,1.000000,0.100000,2,1,3.054455e+02,1.001350e+00,6.212346e-02,9.816654e-01,2.928963e-07,7.657462e-01,1.283371e-05,8.063671e-01,6.563050e+01,5.592009e+01,2.796064e+01
B30256,LT2_ON,2.000000,30000,0.100000,0.100000,2,1,3.059353e+01,1.001354e-01,6.756819e-03,9.750842e-02,4.664752e-08,7.657762e-02,1.281317e-05,2.415227e+00,3.278641e+00,3.306315e+00,1.653198e+00
B30257,LT2_ON,2.000000,30000,0.500000,0.100000,2,1,1.529677e+02,5.006768e-01,3.378409e-02,4.875421e-01,2.332376e-07,3.828881e-01,1.281317e-05,2.415227e+00,8.196603e+01,8.265788e+01,4.132994e+01
B30258,LT2_ON,2.000000,30000,1.000000,0.100000,2,1,3.059353e+02,1.001354e+00,6.756819e-02,9.750842e-01,4.664752e-07,7.657762e-01,1.281317e-05,2.415227e+00,3.278641e+02,3.306315e+02,1.653198e+02
B30259,LT2_ON,2.000000,100000,0.100000,0.100000,2,1,3.068972e+01,1.001356e-01,6.842247e-03,9.740153e-02,8.433991e-08,7.658284e-02,1.277301e-05,8.025520e+00,1.995495e+01,1.984829e+01,9.924392e+00
B30260,LT2_ON,2.000000,100000,0.500000,0.100000,2,1,1.534486e+02,5.006780e-01,3.421124e-02,4.870076e-01,4.216995e-07,3.829142e-01,1.277301e-05,8.025520e+00,4.988738e+02,4.962071e+02,2.481098e+02
B30261,LT2_ON,2.000000,100000,1.000000,0.100000,2,1,3.068972e+02,1.001356e+00,6.842247e-02,9.740153e-01,8.433991e-07,7.658284e-01,1.277301e-05,8.025520e+00,1.995495e+03,1.984829e+03,9.924392e+02
B30262,LT2_ON,2.000000,200000,0.100000,0.100000,2,1,3.077731e+01,1.001358e-01,6.903380e-03,9.734297e-02,1.180865e-07,7.658760e-02,1.273666e-05,1.600536e+01,5.860779e+01,5.616861e+01,2.808502e+01
B30263,LT2_ON,2.000000,200000,0.500000,0.100000,2,1,1.538866e+02,5.006792e-01,3.451690e-02,4.867149e-01,5.904327e-07,3.829380e-01,1.273666e-05,1.600536e+01,1.465195e+03,1.404215e+03,7.021255e+02
B30264,LT2_ON,2.000000,200000,1.000000,0.100000,2,1,3.077731e+02,1.001358e+00,6.903380e-02,9.734297e-01,1.180865e-06,7.658760e-01,1.273666e-05,1.600536e+01,5.860779e+03,5.616861e+03,2.808502e+03
B30265,LT2_ON,3.000000,10000,0.100000,0.100000,2,1,4.223824e+01,1.002019e-01,5.931412e-03,9.741521e-02,1.310147e-07,7.065942e-02,9.280690e-06,5.831240e-01,7.968939e-01,5.551037e-01,2.774863e-01
B30266,LT2_ON,3.000000,10000,0.500000,0.100000,2,1,2.111912e+02,5.010094e-01,2.965706e-02,4.870760e-01,6.550735e-07,3.532971e-01,9.280690e-06,5.831240e-01,1.992235e+01,1.387759e+01,6.937157e+00
B30267,LT2_ON,3.000000,10000,1.000000,0.100000,2,1,4.223824e+02,1.002019e+00,5.931412e-02,9.741521e-01,1.310147e-06,7.065942e-01,9.280690e-06,5.831240e-01,7.968939e+01,5.551037e+01,2.774863e+01
B30268,LT2_ON,3.000000,30000,0.100000,0.100000,2,1,4.228758e+01,1.002022e-01,6.472581e-03,9.652837e-02,1.867263e-07,7.066218e-02,9.269860e-06,1.747329e+00,3.568766e+00,3.283389e+00,1.641273e+00
B30269,LT2_ON,3.000000,30000,0.500000,0.100000,2,1,2.114379e+02,5.010111e-01,3.236291e-02,4.826418e-01,9.336316e-07,3.533109e-01,9.269860e-06,1.747329e+00,8.921914e+01,8.208472e+01,4.103181e+01
B30270,LT2_ON,3.000000,30000,1.000000,0.100000,2,1,4.228758e+02,1.002022e+00,6.472581e-02,9.652837e-01,1.867263e-06,7.066218e-01,9.269860e-06,1.747329e+00,3.568766e+02,3.283389e+02,1.641273e+02
B30271,LT2_ON,3.000000,100000,0.100000,0.100000,2,1,4.238430e+01,1.002024e-01,6.557863e-03,9.638540e-02,3.596915e-07,7.066701e-02,9.248708e-06,5.811138e+00,2.191693e+01,1.971244e+01,9.853650e+00
B30272,LT2_ON,3.000000,100000,0.500000,0.100000,2,1,2.119215e+02,5.010122e-01,3.278932e-02,4.819270e-01,1.798458e-06,3.533351e-01,9.248708e-06,5.811138e+00,5.479233e+02,4.928110e+02,2.463412e+02
B30273,LT2_ON,3.000000,100000,1.000000,0.100000,2,1,4.238430e+02,1.002024e+00,6.557863e-02,9.638540e-01,3.596915e-06,7.066701e-01,9.248708e-06,5.811138e+00,2.191693e+03,1.971244e+03,9.853650e+02
B30274,LT2_ON,3.000000,200000,0.100000,0.100000,2,1,4.247230e+01,1.002027e-01,6.619452e-03,9.630699e-02,5.423584e-07,7.067142e-02,9.229546e-06,1.159819e+01,6.602508e+01,5.578572e+01,2.788553e+01
B30275,LT2_ON,3.000000,200000,0.500000,0.100000,2,1,2.123615e+02,5.010133e-01,3.309726e-02,4.815349e-01,2.711792e-06,3.533571e-01,9.229546e-06,1.159819e+01,1.650627e+03,1.394643e+03,6.971382e+02
B30276,LT2_ON,3.000000,200000,1.000000,0.100000,2,1,4.247230e+02,1.002027e+00,6.619452e-02,9.630699e-01,5.423584e-06,7.067142e-01,9.229546e-06,1.159819e+01,6.602508e+03,5.578572e+03,2.788553e+03
B30277,LT2_ON,4.000000,10000,0.100000,0.100000,2,1,5.261212e+01,1.002781e-01,5.959990e-03,9.766668e-02,4.356508e-06,6.601444e-02,7.450754e-06,4.681456e-01,9.588363e-01,5.522892e-01,2.761616e-01
B30278,LT2_ON,4.000000,10000,0.500000,0.100000,2,1,2.630606e+02,5.013903e-01,2.979995e-02,4.883334e-01,2.178254e-05,3.300722e-01,7.450754e-06,4.681456e-01,2.397091e+01,1.380723e+01,6.904040e+00
B30279,LT2_ON,4.000000,10000,1.000000,0.100000,2,1,5.261212e+02,1.002781e+00,5.959990e-02,9.766668e-01,4.356508e-05,6.601444e-01,7.450754e-06,4.681456e-01,9.588363e+01,5.522892e+01,2.761616e+01
B30280,LT2_ON,4.000000,30000,0.100000,0.100000,2,1,5.266179e+01,1.002784e-01,6.504321e-03,9.678210e-02,4.442032e-06,6.601702e-02,7.443727e-06,1.403111e+00,3.898415e+00,3.267904e+00,1.634014e+00
B30281,LT2_ON,4.000000,30000,0.500000,0.100000,2,1,2.633090e+02,5.013920e-01,3.252161e-02,4.839105e-01,2.221016e-05,3.300851e-01,7.443727e-06,1.403111e+00,9.746038e+01,8.169760e+01,4.085035e+01
B30282,LT2_ON,4.000000,30000,1.000000,0.100000,2,1,5.266179e+02,1.002784e+00,6.504321e-02,9.678210e-01,4.442032e-05,6.601702e-01,7.443727e-06,1.403111e+00,3.898415e+02,3.267904e+02,1.634014e+02
B30283,LT2_ON,4.000000,100000,0.100000,0.100000,2,1,5.275900e+01,1.002786e-01,6.590767e-03,9.663878e-02,4.576075e-06,6.602157e-02,7.430012e-06,4.668417e+00,2.412019e+01,1.962107e+01,9.810865e+00
B30284,LT2_ON,4.000000,100000,0.500000,0.100000,2,1,2.637950e+02,5.013930e-01,3.295384e-02,4.831939e-01,2.288037e-05,3.301078e-01,7.430012e-06,4.668417e+00,6.030046e+02,4.905267e+02,2.452716e+02
B30285,LT2_ON,4.000000,100000,1.000000,0.100000,2,1,5.275900e+02,1.002786e+00,6.590767e-02,9.663878e-01,4.576075e-05,6.602157e-01,7.430012e-06,4.668417e+00,2.412019e+03,1.962107e+03,9.810865e+02
B30286,LT2_ON,4.000000,200000,0.100000,0.100000,2,1,5.284742e+01,1.002788e-01,6.654175e-03,9.656028e-02,4.702202e-06,6.602572e-02,7.417581e-06,9.321210e+00,7.434034e+01,5.552853e+01,2.776513e+01
B30287,LT2_ON,4.000000,200000,0.500000,0.100000,2,1,2.642371e+02,5.013940e-01,3.327088e-02,4.828014e-01,2.351101e-05,3.301286e-01,7.417581e-06,9.321210e+00,1.858508e+03,1.388213e+03,6.941282e+02
B30288,LT2_ON,4.000000,200000,1.000000,0.100000,2,1,5.284742e+02,1.002788e+00,6.654175e-02,9.656028e-01,4.702202e-05,6.602572e-01,7.417581e-06,9.321210e+00,7.434034e+03,5.552853e+03,2.776513e+03
