test,f_Hz,y_mm,absBx,absBy
ref,1000,14.0000,2.800117e-02,4.314497e-02
ref,1000,14.2325,1.273194e-03,4.315800e-02
ref,1000,14.4650,1.219698e-03,4.317105e-02
ref,1000,14.6975,1.166376e-03,4.318410e-02
ref,1000,14.9300,1.113253e-03,4.319715e-02
ref,1000,15.1625,1.060360e-03,4.321021e-02
ref,1000,15.3950,1.018449e-03,4.325590e-02
ref,1000,15.6275,9.840399e-04,4.332117e-02
ref,1000,15.8600,9.426361e-04,4.338894e-02
ref,1000,16.0925,8.504755e-04,4.347197e-02
ref,1000,16.3250,7.587781e-04,4.355502e-02
ref,1000,16.5575,6.677348e-04,4.363811e-02
ref,1000,16.7900,5.776549e-04,4.372123e-02
ref,1000,17.0225,4.890712e-04,4.380438e-02
ref,1000,17.2550,4.029714e-04,4.388756e-02
ref,1000,17.4875,3.207996e-04,4.397337e-02
ref,1000,17.7200,2.491552e-04,4.407049e-02
ref,1000,17.9525,2.081579e-04,4.416742e-02
ref,1000,18.1850,2.443755e-04,4.423085e-02
ref,1000,18.4175,2.831087e-04,4.429431e-02
ref,1000,18.6500,3.204677e-04,4.435165e-02
ref,1000,18.8825,3.298933e-04,4.431682e-02
ref,1000,19.1150,3.669944e-04,4.428199e-02
ref,1000,19.3475,4.245770e-04,4.424717e-02
ref,1000,19.5800,4.955519e-04,4.421235e-02
ref,1000,19.8125,5.749809e-04,4.417753e-02
ref,1000,20.0450,6.046470e-04,4.412887e-02
ref,1000,20.2775,5.602432e-04,4.404947e-02
ref,1000,20.5100,6.065737e-04,4.392451e-02
ref,1000,20.7425,6.553491e-04,4.379955e-02
ref,1000,20.9750,7.060629e-04,4.367460e-02
ref,1000,21.2075,7.583264e-04,4.354965e-02
ref,1000,21.4400,8.118403e-04,4.342470e-02
ref,1000,21.6725,8.663729e-04,4.329975e-02
ref,1000,21.9050,9.217435e-04,4.317481e-02
ref,1000,22.1375,9.705264e-04,4.305294e-02
ref,1000,22.3700,9.471216e-04,4.295548e-02
ref,1000,22.6025,9.319876e-04,4.285290e-02
ref,1000,22.8350,9.186115e-04,4.275033e-02
ref,1000,23.0675,9.070712e-04,4.264777e-02
ref,1000,23.3000,8.974375e-04,4.254520e-02
ref,1000,23.5325,8.897722e-04,4.244264e-02
ref,1000,23.7650,8.841267e-04,4.234009e-02
ref,1000,23.9975,8.805398e-04,4.223754e-02
ref,1000,24.2300,8.726840e-04,4.213778e-02
ref,1000,24.4625,8.287527e-04,4.205451e-02
ref,1000,24.6950,7.856028e-04,4.197130e-02
ref,1000,24.9275,7.814878e-04,4.187510e-02
ref,1000,25.1600,7.968352e-04,4.177265e-02
ref,1000,25.3925,8.125903e-04,4.167045e-02
ref,1000,25.6250,8.287300e-04,4.156851e-02
ref,1000,25.8575,8.452321e-04,4.146683e-02
ref,1000,26.0900,8.163337e-04,4.135568e-02
ref,1000,26.3225,7.779099e-04,4.124165e-02
ref,1000,26.5550,7.457766e-04,4.112782e-02
ref,1000,26.7875,7.207756e-04,4.101418e-02
ref,1000,27.0200,7.036676e-04,4.090074e-02
ref,1000,27.2525,6.950357e-04,4.078749e-02
ref,1000,27.4850,6.951829e-04,4.067428e-02
ref,1000,27.7175,6.872338e-04,4.036677e-02
ref,1000,27.9500,6.841261e-04,4.005931e-02
ref,1000,28.1825,6.859257e-04,3.975191e-02
ref,1000,28.4150,6.925942e-04,3.944457e-02
ref,1000,28.6475,7.039933e-04,3.913728e-02
ref,1000,28.8800,7.198984e-04,3.883006e-02
ref,1000,29.1125,7.400189e-04,3.852290e-02
ref,1000,29.3450,7.640220e-04,3.821581e-02
ref,1000,29.5775,7.915544e-04,3.790878e-02
ref,1000,29.8100,8.222617e-04,3.760182e-02
ref,1000,30.0425,8.613287e-04,3.729901e-02
ref,1000,30.2750,9.530466e-04,3.702572e-02
ref,1000,30.5075,1.067823e-03,3.656768e-02
ref,1000,30.7400,1.070312e-03,3.604056e-02
ref,1000,30.9725,1.042438e-03,3.551205e-02
ref,1000,31.2050,1.014853e-03,3.498354e-02
ref,1000,31.4375,9.875819e-04,3.445504e-02
ref,1000,31.6700,9.606511e-04,3.392654e-02
ref,1000,31.9025,9.340903e-04,3.339804e-02
ref,1000,32.1350,9.079317e-04,3.286955e-02
ref,1000,32.3675,8.822113e-04,3.234106e-02
ref,1000,32.6000,8.907439e-04,3.175192e-02
ref,1000,32.8325,1.078153e-03,3.084385e-02
ref,1000,33.0650,1.266807e-03,2.993580e-02
ref,1000,33.2975,1.456222e-03,2.902776e-02
ref,1000,33.5300,1.646135e-03,2.811973e-02
ref,1000,33.7625,1.836392e-03,2.721172e-02
ref,1000,33.9950,2.026896e-03,2.630372e-02
ref,1000,34.2275,2.217583e-03,2.539573e-02
ref,1000,34.4600,3.779696e-05,2.509751e-02
ref,1000,34.6925,3.535309e-05,2.507557e-02
ref,1000,34.9250,3.290930e-05,2.505364e-02
ref,1000,35.1575,3.046559e-05,2.503170e-02
ref,1000,35.3900,2.802199e-05,2.500977e-02
ref,1000,35.6225,2.557854e-05,2.498783e-02
ref,1000,35.8550,2.313528e-05,2.496590e-02
ref,1000,36.0875,2.006240e-05,2.495480e-02
ref,1000,36.3200,1.695902e-05,2.494423e-02
ref,1000,36.5525,1.385597e-05,2.493365e-02
ref,1000,36.7850,1.075354e-05,2.492308e-02
ref,1000,37.0175,7.652478e-06,2.491251e-02
ref,1000,37.2500,8.153795e-06,2.490205e-02
ref,1000,37.4825,9.910355e-06,2.489686e-02
ref,1000,37.7150,9.840178e-06,2.489334e-02
ref,1000,37.9475,9.770507e-06,2.488982e-02
ref,1000,38.1800,9.701353e-06,2.488630e-02
ref,1000,38.4125,9.632728e-06,2.488278e-02
ref,1000,38.6450,9.564643e-06,2.487926e-02
ref,1000,38.8775,1.837243e-05,2.488999e-02
ref,1000,39.1100,2.161990e-05,2.490576e-02
ref,1000,39.3425,1.325229e-05,2.492724e-02
ref,1000,39.5750,4.886231e-06,2.494873e-02
ref,1000,39.8075,3.489471e-06,2.497022e-02
ref,1000,40.0400,1.185439e-05,2.499171e-02
ref,1000,40.2725,2.022191e-05,2.501320e-02
ref,1000,40.5050,2.858976e-05,2.503468e-02
ref,1000,40.7375,3.695770e-05,2.505617e-02
ref,1000,40.9700,4.532569e-05,2.507766e-02
ref,1000,41.2025,5.369370e-05,2.509915e-02
ref,1000,41.4350,8.798998e-04,2.562807e-02
ref,1000,41.6675,9.447977e-04,2.652348e-02
ref,1000,41.9000,1.009944e-03,2.741891e-02
ref,1000,42.1325,1.075294e-03,2.831435e-02
ref,1000,42.3650,1.140812e-03,2.920981e-02
ref,1000,42.5975,1.206471e-03,3.010527e-02
ref,1000,42.8300,1.272249e-03,3.100075e-02
ref,1000,43.0625,1.309417e-03,3.177411e-02
ref,1000,43.2950,1.285676e-03,3.228618e-02
ref,1000,43.5275,1.262707e-03,3.279826e-02
ref,1000,43.7600,1.240552e-03,3.331034e-02
ref,1000,43.9925,1.219256e-03,3.382242e-02
ref,1000,44.2250,1.198865e-03,3.433451e-02
ref,1000,44.4575,1.179426e-03,3.484661e-02
ref,1000,44.6900,1.160986e-03,3.535871e-02
ref,1000,44.9225,1.177434e-03,3.587985e-02
ref,1000,45.1550,1.318218e-03,3.643387e-02
ref,1000,45.3875,1.320952e-03,3.692894e-02
ref,1000,45.6200,1.202948e-03,3.724658e-02
ref,1000,45.8525,1.090366e-03,3.756429e-02
ref,1000,46.0850,9.850655e-04,3.788207e-02
ref,1000,46.3175,8.896371e-04,3.819992e-02
ref,1000,46.5500,8.075876e-04,3.851784e-02
ref,1000,46.7825,7.433605e-04,3.883582e-02
ref,1000,47.0150,7.018657e-04,3.915387e-02
ref,1000,47.2475,6.872333e-04,3.947199e-02
ref,1000,47.4800,7.011472e-04,3.979016e-02
ref,1000,47.7125,7.420031e-04,4.010840e-02
ref,1000,47.9450,7.542028e-04,4.040333e-02
ref,1000,48.1775,6.726352e-04,4.064605e-02
ref,1000,48.4100,6.199618e-04,4.088890e-02
ref,1000,48.6425,6.037926e-04,4.113188e-02
ref,1000,48.8750,6.249838e-04,4.128042e-02
ref,1000,49.1075,6.555973e-04,4.134211e-02
ref,1000,49.3400,6.885468e-04,4.140394e-02
ref,1000,49.5725,7.235134e-04,4.146591e-02
ref,1000,49.8050,7.602188e-04,4.152800e-02
ref,1000,50.0375,7.984231e-04,4.159023e-02
ref,1000,50.2700,8.379214e-04,4.165260e-02
ref,1000,50.5025,8.785392e-04,4.171509e-02
ref,1000,50.7350,9.201282e-04,4.177772e-02
ref,1000,50.9675,9.625625e-04,4.184048e-02
ref,1000,51.2000,1.005735e-03,4.190337e-02
ref,1000,51.4325,1.044154e-03,4.197057e-02
ref,1000,51.6650,1.066184e-03,4.205094e-02
ref,1000,51.8975,1.088521e-03,4.213148e-02
ref,1000,52.1300,1.065775e-03,4.223485e-02
ref,1000,52.3625,1.030983e-03,4.236764e-02
ref,1000,52.5950,9.925785e-04,4.250159e-02
ref,1000,52.8275,9.431399e-04,4.263887e-02
ref,1000,53.0600,8.939114e-04,4.277616e-02
ref,1000,53.2925,8.449296e-04,4.291346e-02
ref,1000,53.5250,7.962400e-04,4.305075e-02
ref,1000,53.7575,7.478998e-04,4.318806e-02
ref,1000,53.9900,6.999812e-04,4.332537e-02
ref,1000,54.2225,6.791968e-04,4.346006e-02
ref,1000,54.4550,6.906146e-04,4.359161e-02
ref,1000,54.6875,7.029830e-04,4.371988e-02
ref,1000,54.9200,7.411217e-04,4.373994e-02
ref,1000,55.1525,7.809300e-04,4.375999e-02
ref,1000,55.3850,8.221653e-04,4.378006e-02
ref,1000,55.6175,7.931426e-04,4.382091e-02
ref,1000,55.8500,6.993976e-04,4.388114e-02
ref,1000,56.0825,6.086744e-04,4.394137e-02
ref,1000,56.3150,5.225493e-04,4.400161e-02
ref,1000,56.5475,4.437080e-04,4.406184e-02
ref,1000,56.7800,3.767511e-04,4.412208e-02
ref,1000,57.0125,3.290164e-04,4.418231e-02
ref,1000,57.2450,3.036734e-04,4.421420e-02
ref,1000,57.4775,2.978643e-04,4.413729e-02
ref,1000,57.7100,3.389568e-04,4.406039e-02
ref,1000,57.9425,4.131866e-04,4.398353e-02
ref,1000,58.1750,5.061793e-04,4.390668e-02
ref,1000,58.4075,5.844575e-04,4.382170e-02
ref,1000,58.6400,6.109126e-04,4.373941e-02
ref,1000,58.8725,6.241849e-04,4.366424e-02
ref,1000,59.1050,6.428243e-04,4.358911e-02
ref,1000,59.3375,6.663805e-04,4.351401e-02
ref,1000,59.5700,6.943534e-04,4.343895e-02
ref,1000,59.8025,7.090994e-04,4.339095e-02
ref,1000,60.0350,7.161535e-04,4.335676e-02
ref,1000,60.2675,7.237091e-04,4.332257e-02
ref,1000,60.5000,7.317507e-04,4.328840e-02
vp5,1000,14.0000,2.800117e-02,4.314497e-02
vp5,1000,14.2325,1.273194e-03,4.315800e-02
vp5,1000,14.4650,1.219698e-03,4.317105e-02
vp5,1000,14.6975,1.166376e-03,4.318410e-02
vp5,1000,14.9300,1.113253e-03,4.319715e-02
vp5,1000,15.1625,1.060360e-03,4.321021e-02
vp5,1000,15.3950,1.018449e-03,4.325590e-02
vp5,1000,15.6275,9.840399e-04,4.332117e-02
vp5,1000,15.8600,9.426361e-04,4.338894e-02
vp5,1000,16.0925,8.504755e-04,4.347197e-02
vp5,1000,16.3250,7.587781e-04,4.355502e-02
vp5,1000,16.5575,6.677348e-04,4.363811e-02
vp5,1000,16.7900,5.776549e-04,4.372123e-02
vp5,1000,17.0225,4.890712e-04,4.380438e-02
vp5,1000,17.2550,4.029714e-04,4.388756e-02
vp5,1000,17.4875,3.207996e-04,4.397337e-02
vp5,1000,17.7200,2.491552e-04,4.407049e-02
vp5,1000,17.9525,2.081579e-04,4.416742e-02
vp5,1000,18.1850,2.443755e-04,4.423085e-02
vp5,1000,18.4175,2.831087e-04,4.429431e-02
vp5,1000,18.6500,3.204677e-04,4.435165e-02
vp5,1000,18.8825,3.298933e-04,4.431682e-02
vp5,1000,19.1150,3.669944e-04,4.428199e-02
vp5,1000,19.3475,4.245770e-04,4.424717e-02
vp5,1000,19.5800,4.955519e-04,4.421235e-02
vp5,1000,19.8125,5.749809e-04,4.417753e-02
vp5,1000,20.0450,6.046470e-04,4.412887e-02
vp5,1000,20.2775,5.602432e-04,4.404947e-02
vp5,1000,20.5100,6.065737e-04,4.392451e-02
vp5,1000,20.7425,6.553491e-04,4.379955e-02
vp5,1000,20.9750,7.060629e-04,4.367460e-02
vp5,1000,21.2075,7.583264e-04,4.354965e-02
vp5,1000,21.4400,8.118403e-04,4.342470e-02
vp5,1000,21.6725,8.663729e-04,4.329975e-02
vp5,1000,21.9050,9.217435e-04,4.317481e-02
vp5,1000,22.1375,9.705264e-04,4.305294e-02
vp5,1000,22.3700,9.471216e-04,4.295548e-02
vp5,1000,22.6025,9.319876e-04,4.285290e-02
vp5,1000,22.8350,9.186115e-04,4.275033e-02
vp5,1000,23.0675,9.070712e-04,4.264777e-02
vp5,1000,23.3000,8.974375e-04,4.254520e-02
vp5,1000,23.5325,8.897722e-04,4.244264e-02
vp5,1000,23.7650,8.841267e-04,4.234009e-02
vp5,1000,23.9975,8.805398e-04,4.223754e-02
vp5,1000,24.2300,8.726840e-04,4.213778e-02
vp5,1000,24.4625,8.287527e-04,4.205451e-02
vp5,1000,24.6950,7.856028e-04,4.197130e-02
vp5,1000,24.9275,7.814878e-04,4.187510e-02
vp5,1000,25.1600,7.968352e-04,4.177265e-02
vp5,1000,25.3925,8.125903e-04,4.167045e-02
vp5,1000,25.6250,8.287300e-04,4.156851e-02
vp5,1000,25.8575,8.452321e-04,4.146683e-02
vp5,1000,26.0900,8.163337e-04,4.135568e-02
vp5,1000,26.3225,7.779099e-04,4.124165e-02
vp5,1000,26.5550,7.457766e-04,4.112782e-02
vp5,1000,26.7875,7.207756e-04,4.101418e-02
vp5,1000,27.0200,7.036676e-04,4.090074e-02
vp5,1000,27.2525,6.950357e-04,4.078749e-02
vp5,1000,27.4850,6.951829e-04,4.067428e-02
vp5,1000,27.7175,6.872338e-04,4.036677e-02
vp5,1000,27.9500,6.841261e-04,4.005931e-02
vp5,1000,28.1825,6.859257e-04,3.975191e-02
vp5,1000,28.4150,6.925942e-04,3.944457e-02
vp5,1000,28.6475,7.039933e-04,3.913728e-02
vp5,1000,28.8800,7.198984e-04,3.883006e-02
vp5,1000,29.1125,7.400189e-04,3.852290e-02
vp5,1000,29.3450,7.640220e-04,3.821581e-02
vp5,1000,29.5775,7.915544e-04,3.790878e-02
vp5,1000,29.8100,8.222617e-04,3.760182e-02
vp5,1000,30.0425,8.613287e-04,3.729901e-02
vp5,1000,30.2750,9.530466e-04,3.702572e-02
vp5,1000,30.5075,1.067823e-03,3.656768e-02
vp5,1000,30.7400,1.070312e-03,3.604056e-02
vp5,1000,30.9725,1.042438e-03,3.551205e-02
vp5,1000,31.2050,1.014853e-03,3.498354e-02
vp5,1000,31.4375,9.875819e-04,3.445504e-02
vp5,1000,31.6700,9.606511e-04,3.392654e-02
vp5,1000,31.9025,9.340903e-04,3.339804e-02
vp5,1000,32.1350,9.079317e-04,3.286955e-02
vp5,1000,32.3675,8.822113e-04,3.234106e-02
vp5,1000,32.6000,8.907439e-04,3.175192e-02
vp5,1000,32.8325,1.078153e-03,3.084385e-02
vp5,1000,33.0650,1.266807e-03,2.993580e-02
vp5,1000,33.2975,1.456222e-03,2.902776e-02
vp5,1000,33.5300,1.646135e-03,2.811973e-02
vp5,1000,33.7625,1.836392e-03,2.721172e-02
vp5,1000,33.9950,2.026896e-03,2.630372e-02
vp5,1000,34.2275,2.217583e-03,2.539573e-02
vp5,1000,34.4600,3.779696e-05,2.509751e-02
vp5,1000,34.6925,3.535309e-05,2.507557e-02
vp5,1000,34.9250,3.290930e-05,2.505364e-02
vp5,1000,35.1575,3.046559e-05,2.503170e-02
vp5,1000,35.3900,2.802199e-05,2.500977e-02
vp5,1000,35.6225,2.557854e-05,2.498783e-02
vp5,1000,35.8550,2.313528e-05,2.496590e-02
vp5,1000,36.0875,2.006240e-05,2.495480e-02
vp5,1000,36.3200,1.695902e-05,2.494423e-02
vp5,1000,36.5525,1.385597e-05,2.493365e-02
vp5,1000,36.7850,1.075354e-05,2.492308e-02
vp5,1000,37.0175,7.652478e-06,2.491251e-02
vp5,1000,37.2500,8.153795e-06,2.490205e-02
vp5,1000,37.4825,9.910355e-06,2.489686e-02
vp5,1000,37.7150,9.840178e-06,2.489334e-02
vp5,1000,37.9475,9.770507e-06,2.488982e-02
vp5,1000,38.1800,9.701353e-06,2.488630e-02
vp5,1000,38.4125,9.632728e-06,2.488278e-02
vp5,1000,38.6450,9.564643e-06,2.487926e-02
vp5,1000,38.8775,1.837243e-05,2.488999e-02
vp5,1000,39.1100,2.161990e-05,2.490576e-02
vp5,1000,39.3425,1.325229e-05,2.492724e-02
vp5,1000,39.5750,4.886231e-06,2.494873e-02
vp5,1000,39.8075,3.489471e-06,2.497022e-02
vp5,1000,40.0400,1.185439e-05,2.499171e-02
vp5,1000,40.2725,2.022191e-05,2.501320e-02
vp5,1000,40.5050,2.858976e-05,2.503468e-02
vp5,1000,40.7375,3.695770e-05,2.505617e-02
vp5,1000,40.9700,4.532569e-05,2.507766e-02
vp5,1000,41.2025,5.369370e-05,2.509915e-02
vp5,1000,41.4350,8.798998e-04,2.562807e-02
vp5,1000,41.6675,9.447977e-04,2.652348e-02
vp5,1000,41.9000,1.009944e-03,2.741891e-02
vp5,1000,42.1325,1.075294e-03,2.831435e-02
vp5,1000,42.3650,1.140812e-03,2.920981e-02
vp5,1000,42.5975,1.206471e-03,3.010527e-02
vp5,1000,42.8300,1.272249e-03,3.100075e-02
vp5,1000,43.0625,1.309417e-03,3.177411e-02
vp5,1000,43.2950,1.285676e-03,3.228618e-02
vp5,1000,43.5275,1.262707e-03,3.279826e-02
vp5,1000,43.7600,1.240552e-03,3.331034e-02
vp5,1000,43.9925,1.219256e-03,3.382242e-02
vp5,1000,44.2250,1.198865e-03,3.433451e-02
vp5,1000,44.4575,1.179426e-03,3.484661e-02
vp5,1000,44.6900,1.160986e-03,3.535871e-02
vp5,1000,44.9225,1.177434e-03,3.587985e-02
vp5,1000,45.1550,1.318218e-03,3.643387e-02
vp5,1000,45.3875,1.320952e-03,3.692894e-02
vp5,1000,45.6200,1.202948e-03,3.724658e-02
vp5,1000,45.8525,1.090366e-03,3.756429e-02
vp5,1000,46.0850,9.850655e-04,3.788207e-02
vp5,1000,46.3175,8.896371e-04,3.819992e-02
vp5,1000,46.5500,8.075876e-04,3.851784e-02
vp5,1000,46.7825,7.433605e-04,3.883582e-02
vp5,1000,47.0150,7.018657e-04,3.915387e-02
vp5,1000,47.2475,6.872333e-04,3.947199e-02
vp5,1000,47.4800,7.011472e-04,3.979016e-02
vp5,1000,47.7125,7.420031e-04,4.010840e-02
vp5,1000,47.9450,7.542028e-04,4.040333e-02
vp5,1000,48.1775,6.726352e-04,4.064605e-02
vp5,1000,48.4100,6.199618e-04,4.088890e-02
vp5,1000,48.6425,6.037926e-04,4.113188e-02
vp5,1000,48.8750,6.249838e-04,4.128042e-02
vp5,1000,49.1075,6.555973e-04,4.134211e-02
vp5,1000,49.3400,6.885468e-04,4.140394e-02
vp5,1000,49.5725,7.235134e-04,4.146591e-02
vp5,1000,49.8050,7.602188e-04,4.152800e-02
vp5,1000,50.0375,7.984231e-04,4.159023e-02
vp5,1000,50.2700,8.379214e-04,4.165260e-02
vp5,1000,50.5025,8.785392e-04,4.171509e-02
vp5,1000,50.7350,9.201282e-04,4.177772e-02
vp5,1000,50.9675,9.625625e-04,4.184048e-02
vp5,1000,51.2000,1.005735e-03,4.190337e-02
vp5,1000,51.4325,1.044154e-03,4.197057e-02
vp5,1000,51.6650,1.066184e-03,4.205094e-02
vp5,1000,51.8975,1.088521e-03,4.213148e-02
vp5,1000,52.1300,1.065775e-03,4.223485e-02
vp5,1000,52.3625,1.030983e-03,4.236764e-02
vp5,1000,52.5950,9.925785e-04,4.250159e-02
vp5,1000,52.8275,9.431399e-04,4.263887e-02
vp5,1000,53.0600,8.939114e-04,4.277616e-02
vp5,1000,53.2925,8.449296e-04,4.291346e-02
vp5,1000,53.5250,7.962400e-04,4.305075e-02
vp5,1000,53.7575,7.478998e-04,4.318806e-02
vp5,1000,53.9900,6.999812e-04,4.332537e-02
vp5,1000,54.2225,6.791968e-04,4.346006e-02
vp5,1000,54.4550,6.906146e-04,4.359161e-02
vp5,1000,54.6875,7.029830e-04,4.371988e-02
vp5,1000,54.9200,7.411217e-04,4.373994e-02
vp5,1000,55.1525,7.809300e-04,4.375999e-02
vp5,1000,55.3850,8.221653e-04,4.378006e-02
vp5,1000,55.6175,7.931426e-04,4.382091e-02
vp5,1000,55.8500,6.993976e-04,4.388114e-02
vp5,1000,56.0825,6.086744e-04,4.394137e-02
vp5,1000,56.3150,5.225493e-04,4.400161e-02
vp5,1000,56.5475,4.437080e-04,4.406184e-02
vp5,1000,56.7800,3.767511e-04,4.412208e-02
vp5,1000,57.0125,3.290164e-04,4.418231e-02
vp5,1000,57.2450,3.036734e-04,4.421420e-02
vp5,1000,57.4775,2.978643e-04,4.413729e-02
vp5,1000,57.7100,3.389568e-04,4.406039e-02
vp5,1000,57.9425,4.131866e-04,4.398353e-02
vp5,1000,58.1750,5.061793e-04,4.390668e-02
vp5,1000,58.4075,5.844575e-04,4.382170e-02
vp5,1000,58.6400,6.109126e-04,4.373941e-02
vp5,1000,58.8725,6.241849e-04,4.366424e-02
vp5,1000,59.1050,6.428243e-04,4.358911e-02
vp5,1000,59.3375,6.663805e-04,4.351401e-02
vp5,1000,59.5700,6.943534e-04,4.343895e-02
vp5,1000,59.8025,7.090994e-04,4.339095e-02
vp5,1000,60.0350,7.161535e-04,4.335676e-02
vp5,1000,60.2675,7.237091e-04,4.332257e-02
vp5,1000,60.5000,7.317507e-04,4.328840e-02
vp2,1000,14.0000,3.189755e-03,2.295481e-03
vp2,1000,14.2325,1.959341e-03,2.289727e-03
vp2,1000,14.4650,1.898970e-03,2.284075e-03
vp2,1000,14.6975,1.838601e-03,2.278526e-03
vp2,1000,14.9300,1.778232e-03,2.273080e-03
vp2,1000,15.1625,1.717864e-03,2.267738e-03
vp2,1000,15.3950,1.656692e-03,2.286430e-03
vp2,1000,15.6275,1.595097e-03,2.319846e-03
vp2,1000,15.8600,1.527620e-03,2.355789e-03
vp2,1000,16.0925,1.423562e-03,2.405130e-03
vp2,1000,16.3250,1.319758e-03,2.454926e-03
vp2,1000,16.5575,1.216274e-03,2.505152e-03
vp2,1000,16.7900,1.113199e-03,2.555782e-03
vp2,1000,17.0225,1.010657e-03,2.606792e-03
vp2,1000,17.2550,9.088306e-04,2.658161e-03
vp2,1000,17.4875,8.062662e-04,2.712108e-03
vp2,1000,17.7200,6.980408e-04,2.776183e-03
vp2,1000,17.9525,5.931693e-04,2.840494e-03
vp2,1000,18.1850,5.123268e-04,2.886640e-03
vp2,1000,18.4175,4.314909e-04,2.932943e-03
vp2,1000,18.6500,3.517700e-04,2.976180e-03
vp2,1000,18.8825,2.900175e-04,2.971362e-03
vp2,1000,19.1150,2.324388e-04,2.966561e-03
vp2,1000,19.3475,1.830165e-04,2.961779e-03
vp2,1000,19.5800,1.500395e-04,2.957016e-03
vp2,1000,19.8125,1.451836e-04,2.952271e-03
vp2,1000,20.0450,1.327776e-04,2.940746e-03
vp2,1000,20.2775,7.065546e-05,2.915198e-03
vp2,1000,20.5100,6.911302e-05,2.874307e-03
vp2,1000,20.7425,6.952557e-05,2.833608e-03
vp2,1000,20.9750,7.185943e-05,2.793108e-03
vp2,1000,21.2075,7.593766e-05,2.752817e-03
vp2,1000,21.4400,8.149882e-05,2.712744e-03
vp2,1000,21.6725,8.826305e-05,2.672898e-03
vp2,1000,21.9050,9.597630e-05,2.633290e-03
vp2,1000,22.1375,9.991213e-05,2.597824e-03
vp2,1000,22.3700,8.428187e-05,2.596170e-03
vp2,1000,22.6025,7.578810e-05,2.591141e-03
vp2,1000,22.8350,7.159242e-05,2.586111e-03
vp2,1000,23.0675,7.244550e-05,2.581082e-03
vp2,1000,23.3000,7.818225e-05,2.576053e-03
vp2,1000,23.5325,8.785109e-05,2.571023e-03
vp2,1000,23.7650,1.003215e-04,2.565994e-03
vp2,1000,23.9975,1.146832e-04,2.560965e-03
vp2,1000,24.2300,1.251862e-04,2.558838e-03
vp2,1000,24.4625,1.079715e-04,2.573841e-03
vp2,1000,24.6950,9.558543e-05,2.588937e-03
vp2,1000,24.9275,9.748871e-05,2.604994e-03
vp2,1000,25.1600,1.056970e-04,2.621668e-03
vp2,1000,25.3925,1.151950e-04,2.638543e-03
vp2,1000,25.6250,1.256907e-04,2.655615e-03
vp2,1000,25.8575,1.369549e-04,2.672880e-03
vp2,1000,26.0900,1.355331e-04,2.675444e-03
vp2,1000,26.3225,1.379644e-04,2.673389e-03
vp2,1000,26.5550,1.489577e-04,2.671393e-03
vp2,1000,26.7875,1.668290e-04,2.669455e-03
vp2,1000,27.0200,1.896437e-04,2.667575e-03
vp2,1000,27.2525,2.158399e-04,2.665755e-03
vp2,1000,27.4850,2.442907e-04,2.663946e-03
vp2,1000,27.7175,2.266229e-04,2.607268e-03
vp2,1000,27.9500,2.123025e-04,2.550629e-03
vp2,1000,28.1825,2.020422e-04,2.494032e-03
vp2,1000,28.4150,1.964794e-04,2.437480e-03
vp2,1000,28.6475,1.960142e-04,2.380975e-03
vp2,1000,28.8800,2.006822e-04,2.324521e-03
vp2,1000,29.1125,2.101416e-04,2.268122e-03
vp2,1000,29.3450,2.237855e-04,2.211782e-03
vp2,1000,29.5775,2.409041e-04,2.155505e-03
vp2,1000,29.8100,2.608140e-04,2.099298e-03
vp2,1000,30.0425,2.834234e-04,2.044266e-03
vp2,1000,30.2750,3.124589e-04,1.997226e-03
vp2,1000,30.5075,3.009302e-04,1.953988e-03
vp2,1000,30.7400,2.955539e-04,1.911146e-03
vp2,1000,30.9725,2.953477e-04,1.868187e-03
vp2,1000,31.2050,2.951429e-04,1.825379e-03
vp2,1000,31.4375,2.949393e-04,1.782731e-03
vp2,1000,31.6700,2.947369e-04,1.740256e-03
vp2,1000,31.9025,2.945358e-04,1.697966e-03
vp2,1000,32.1350,2.943359e-04,1.655876e-03
vp2,1000,32.3675,2.941373e-04,1.614001e-03
vp2,1000,32.6000,2.923814e-04,1.581601e-03
vp2,1000,32.8325,2.824526e-04,1.597952e-03
vp2,1000,33.0650,2.725656e-04,1.614389e-03
vp2,1000,33.2975,2.627250e-04,1.630908e-03
vp2,1000,33.5300,2.529365e-04,1.647509e-03
vp2,1000,33.7625,2.432061e-04,1.664187e-03
vp2,1000,33.9950,2.335412e-04,1.680942e-03
vp2,1000,34.2275,2.239502e-04,1.697770e-03
vp2,1000,34.4600,2.857748e-05,1.712736e-03
vp2,1000,34.6925,2.757423e-05,1.726837e-03
vp2,1000,34.9250,2.657100e-05,1.740938e-03
vp2,1000,35.1575,2.556779e-05,1.755040e-03
vp2,1000,35.3900,2.456458e-05,1.769142e-03
vp2,1000,35.6225,2.356140e-05,1.783244e-03
vp2,1000,35.8550,2.255823e-05,1.797347e-03
vp2,1000,36.0875,2.056863e-05,1.803089e-03
vp2,1000,36.3200,1.853105e-05,1.808423e-03
vp2,1000,36.5525,1.649363e-05,1.813758e-03
vp2,1000,36.7850,1.445643e-05,1.819093e-03
vp2,1000,37.0175,1.241955e-05,1.824428e-03
vp2,1000,37.2500,1.226703e-05,1.829566e-03
vp2,1000,37.4825,1.233590e-05,1.831980e-03
vp2,1000,37.7150,1.130547e-05,1.833612e-03
vp2,1000,37.9475,1.027530e-05,1.835245e-03
