case_id,mode,gap_mm,freq_hz,target_bn_t,lam_type,perp_enable,current_a,bn_mean_t,bx_h_mean_t,by_h_mean_t,l_h,z_ohm,p_tot_w,p_core_w,p_side_w,p_thin31_w
C0244,LT2_ON,2.000000,100000,0.800000,2,1,2.442793e+02,8.010791e-01,4.222383e-02,7.896467e-01,1.283776e-05,8.066205e+00,3.260457e+02,2.039275e+02,1.019656e+02,0.000000e+00
C0245,LT2_ON,2.000000,100000,1.000000,2,1,3.053491e+02,1.001349e+00,5.277979e-02,9.870584e-01,1.283776e-05,8.066205e+00,5.094464e+02,3.186367e+02,1.593213e+02,0.000000e+00
C0246,LT2_ON,2.000000,100000,1.300000,2,1,3.969539e+02,1.301753e+00,6.861373e-02,1.283176e+00,1.283776e-05,8.066205e+00,8.609643e+02,5.384960e+02,2.692530e+02,0.000000e+00
C0247,LT2_ON,2.500000,100000,0.100000,2,1,3.657856e+01,1.001693e-01,5.233612e-03,9.831881e-02,1.071666e-05,6.733476e+00,6.022358e+00,3.172702e+00,1.586201e+00,0.000000e+00
C0248,LT2_ON,2.500000,100000,0.200000,2,1,7.315713e+01,2.003386e-01,1.046722e-02,1.966376e-01,1.071666e-05,6.733476e+00,2.408943e+01,1.269081e+01,6.344804e+00,0.000000e+00
C0249,LT2_ON,2.500000,100000,0.400000,2,1,1.463143e+02,4.006772e-01,2.093445e-02,3.932752e-01,1.071666e-05,6.733476e+00,9.635773e+01,5.076323e+01,2.537922e+01,0.000000e+00
C0250,LT2_ON,2.500000,100000,0.800000,2,1,2.926285e+02,8.013543e-01,4.186890e-02,7.865505e-01,1.071666e-05,6.733476e+00,3.854309e+02,2.030529e+02,1.015169e+02,0.000000e+00
C0251,LT2_ON,2.500000,100000,1.000000,2,1,3.657856e+02,1.001693e+00,5.233612e-02,9.831881e-01,1.071666e-05,6.733476e+00,6.022358e+02,3.172702e+02,1.586201e+02,0.000000e+00
C0252,LT2_ON,2.500000,100000,1.300000,2,1,4.755213e+02,1.302201e+00,6.803696e-02,1.278145e+00,1.071666e-05,6.733476e+00,1.017779e+03,5.361867e+02,2.680680e+02,0.000000e+00
C0253,LT2_ON,3.000000,100000,0.100000,2,1,4.222851e+01,1.002018e-01,4.988663e-03,9.815345e-02,9.282828e-06,5.832573e+00,7.027388e+00,3.162074e+00,1.580703e+00,0.000000e+00
C0254,LT2_ON,3.000000,100000,0.200000,2,1,8.445702e+01,2.004035e-01,9.977326e-03,1.963069e-01,9.282828e-06,5.832573e+00,2.810955e+01,1.264829e+01,6.322812e+00,0.000000e+00
C0255,LT2_ON,3.000000,100000,0.400000,2,1,1.689140e+02,4.008070e-01,1.995465e-02,3.926138e-01,9.282828e-06,5.832573e+00,1.124382e+02,5.059318e+01,2.529125e+01,0.000000e+00
C0256,LT2_ON,3.000000,100000,0.800000,2,1,3.378281e+02,8.016140e-01,3.990930e-02,7.852276e-01,9.282828e-06,5.832573e+00,4.497528e+02,2.023727e+02,1.011650e+02,0.000000e+00
C0257,LT2_ON,3.000000,100000,1.000000,2,1,4.222851e+02,1.002018e+00,4.988663e-02,9.815345e-01,9.282828e-06,5.832573e+00,7.027388e+02,3.162074e+02,1.580703e+02,0.000000e+00
C0258,LT2_ON,3.000000,100000,1.300000,2,1,5.489706e+02,1.302623e+00,6.485262e-02,1.275995e+00,9.282828e-06,5.832573e+00,1.187629e+03,5.343905e+02,2.671388e+02,0.000000e+00
C0259,LT2_ON,4.000000,100000,0.100000,2,1,5.260231e+01,1.002780e-01,4.981305e-03,9.839212e-02,7.452144e-06,4.682320e+00,9.196084e+00,3.145181e+00,1.572726e+00,0.000000e+00
C0260,LT2_ON,4.000000,100000,0.200000,2,1,1.052046e+02,2.005559e-01,9.962610e-03,1.967842e-01,7.452144e-06,4.682320e+00,3.678434e+01,1.258072e+01,6.290905e+00,0.000000e+00
C0261,LT2_ON,4.000000,100000,0.400000,2,1,2.104093e+02,4.011118e-01,1.992522e-02,3.935685e-01,7.452144e-06,4.682320e+00,1.471373e+02,5.032289e+01,2.516362e+01,0.000000e+00
C0262,LT2_ON,4.000000,100000,0.800000,2,1,4.208185e+02,8.022236e-01,3.985044e-02,7.871369e-01,7.452144e-06,4.682320e+00,5.885494e+02,2.012916e+02,1.006545e+02,0.000000e+00
C0263,LT2_ON,4.000000,100000,1.000000,2,1,5.260231e+02,1.002780e+00,4.981305e-02,9.839212e-01,7.452144e-06,4.682320e+00,9.196084e+02,3.145181e+02,1.572726e+02,0.000000e+00
C0264,LT2_ON,4.000000,100000,1.300000,2,1,6.838301e+02,1.303613e+00,6.475696e-02,1.279098e+00,7.452144e-06,4.682320e+00,1.554138e+03,5.315355e+02,2.657907e+02,0.000000e+00
C0265,LT2_ON,2.000000,200000,0.100000,2,1,3.054596e+01,1.001350e-01,6.280295e-03,9.810825e-02,1.283312e-05,1.612658e+01,1.895584e+01,1.169831e+01,5.849283e+00,0.000000e+00
C0266,LT2_ON,2.000000,200000,0.200000,2,1,6.109192e+01,2.002700e-01,1.256059e-02,1.962165e-01,1.283312e-05,1.612658e+01,7.582338e+01,4.679325e+01,2.339713e+01,0.000000e+00
C0267,LT2_ON,2.000000,200000,0.400000,2,1,1.221838e+02,4.005401e-01,2.512118e-02,3.924330e-01,1.283312e-05,1.612658e+01,3.032935e+02,1.871730e+02,9.358853e+01,0.000000e+00
C0268,LT2_ON,2.000000,200000,0.800000,2,1,2.443677e+02,8.010801e-01,5.024236e-02,7.848660e-01,1.283312e-05,1.612658e+01,1.213174e+03,7.486920e+02,3.743541e+02,0.000000e+00
C0269,LT2_ON,2.000000,200000,1.000000,2,1,3.054596e+02,1.001350e+00,6.280295e-02,9.810825e-01,1.283312e-05,1.612658e+01,1.895584e+03,1.169831e+03,5.849283e+02,0.000000e+00
C0270,LT2_ON,2.000000,200000,1.300000,2,1,3.970975e+02,1.301755e+00,8.164384e-02,1.275407e+00,1.283312e-05,1.612658e+01,3.203538e+03,1.977015e+03,9.885288e+02,0.000000e+00
C0271,LT2_ON,2.500000,200000,0.100000,2,1,3.658966e+01,1.001694e-01,6.228821e-03,9.757735e-02,1.071341e-05,1.346287e+01,2.248259e+01,1.164998e+01,5.824339e+00,0.000000e+00
C0272,LT2_ON,2.500000,200000,0.200000,2,1,7.317932e+01,2.003389e-01,1.245764e-02,1.951547e-01,1.071341e-05,1.346287e+01,8.993036e+01,4.659991e+01,2.329736e+01,0.000000e+00
C0273,LT2_ON,2.500000,200000,0.400000,2,1,1.463586e+02,4.006777e-01,2.491528e-02,3.903094e-01,1.071341e-05,1.346287e+01,3.597214e+02,1.863996e+02,9.318942e+01,0.000000e+00
C0274,LT2_ON,2.500000,200000,0.800000,2,1,2.927173e+02,8.013554e-01,4.983057e-02,7.806188e-01,1.071341e-05,1.346287e+01,1.438886e+03,7.455986e+02,3.727577e+02,0.000000e+00
C0275,LT2_ON,2.500000,200000,1.000000,2,1,3.658966e+02,1.001694e+00,6.228821e-02,9.757735e-01,1.071341e-05,1.346287e+01,2.248259e+03,1.164998e+03,5.824339e+02,0.000000e+00
C0276,LT2_ON,2.500000,200000,1.300000,2,1,4.756656e+02,1.302203e+00,8.097467e-02,1.268506e+00,1.071341e-05,1.346287e+01,3.799558e+03,1.968846e+03,9.843133e+02,0.000000e+00
C0277,LT2_ON,3.000000,200000,0.100000,2,1,4.223966e+01,1.002019e-01,5.999492e-03,9.733602e-02,9.280378e-06,1.166207e+01,2.629982e+01,1.161294e+01,5.805084e+00,0.000000e+00
C0278,LT2_ON,3.000000,200000,0.200000,2,1,8.447932e+01,2.004038e-01,1.199898e-02,1.946720e-01,9.280378e-06,1.166207e+01,1.051993e+02,4.645175e+01,2.322034e+01,0.000000e+00
C0279,LT2_ON,3.000000,200000,0.400000,2,1,1.689586e+02,4.008075e-01,2.399797e-02,3.893441e-01,9.280378e-06,1.166207e+01,4.207971e+02,1.858070e+02,9.288134e+01,0.000000e+00
C0280,LT2_ON,3.000000,200000,0.800000,2,1,3.379173e+02,8.016151e-01,4.799594e-02,7.786882e-01,9.280378e-06,1.166207e+01,1.683188e+03,7.432279e+02,3.715254e+02,0.000000e+00
C0281,LT2_ON,3.000000,200000,1.000000,2,1,4.223966e+02,1.002019e+00,5.999492e-02,9.733602e-01,9.280378e-06,1.166207e+01,2.629982e+03,1.161294e+03,5.805084e+02,0.000000e+00
C0282,LT2_ON,3.000000,200000,1.300000,2,1,5.491156e+02,1.302624e+00,7.799340e-02,1.265368e+00,9.280378e-06,1.166207e+01,4.444669e+03,1.962586e+03,9.810592e+02,0.000000e+00
C0283,LT2_ON,4.000000,200000,0.100000,2,1,5.261355e+01,1.002781e-01,6.029536e-03,9.758822e-02,7.450552e-06,9.362640e+00,3.452664e+01,1.155436e+01,5.777521e+00,0.000000e+00
C0284,LT2_ON,4.000000,200000,0.200000,2,1,1.052271e+02,2.005562e-01,1.205907e-02,1.951764e-01,7.450552e-06,9.362640e+00,1.381066e+02,4.621743e+01,2.311008e+01,0.000000e+00
C0285,LT2_ON,4.000000,200000,0.400000,2,1,2.104542e+02,4.011123e-01,2.411814e-02,3.903529e-01,7.450552e-06,9.362640e+00,5.524263e+02,1.848697e+02,9.244033e+01,0.000000e+00
C0286,LT2_ON,4.000000,200000,0.800000,2,1,4.209084e+02,8.022246e-01,4.823629e-02,7.807057e-01,7.450552e-06,9.362640e+00,2.209705e+03,7.394788e+02,3.697613e+02,0.000000e+00
C0287,LT2_ON,4.000000,200000,1.000000,2,1,5.261355e+02,1.002781e+00,6.029536e-02,9.758822e-01,7.450552e-06,9.362640e+00,3.452664e+03,1.155436e+03,5.777521e+02,0.000000e+00
C0288,LT2_ON,4.000000,200000,1.300000,2,1,6.839762e+02,1.303615e+00,7.838396e-02,1.268647e+00,7.450552e-06,9.362640e+00,5.835003e+03,1.952686e+03,9.764010e+02,0.000000e+00
